timestamp,direction,port,arb_id,arb_dev_type,arb_mfr,api_class,api_index,device_id,payload_hex,description
2026-03-08T19:52:30.649138,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.651695,RX,COM7,0x0205b869,0x2,0x05,0x2e,0x1,41,00 00 00 20 00 41 00 00,"Status frame 1 (new)"
2026-03-08T19:52:30.657713,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9c 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.669673,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.677895,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9b 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.689439,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.698621,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 98 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.712936,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.719111,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 97 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.729494,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.739076,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 98 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.749581,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.761463,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 96 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.768657,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.778718,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 96 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.789395,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.798727,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 99 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.809007,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.818532,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 97 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.828781,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.838674,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 97 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.849205,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
